headline,label
"Taiwan will provide the people of Hong Kong with “necessary assistance”, President Tsai Ing-wen said, after a resurgence in protests in the Chinese ruled territory against newly proposed national security legislation from Beijing.",0
"China in darkest period for human rights since Tiananmen, says rights group",-1
"Mining firm ""sorry"" for going through with destruction of 46.000 years old Aboriginal caves",-1
J.K. Rowling grants open license for teachers reading 'Harry Potter' online during coronavirus pandemic,1
Jamal Khashoggi's Fiancée Files Suit Against Saudi Crown Prince,0
"A Japanese woman running a sex worker-dispatching business sued the state on Wednesday, saying its blanket exclusion of the sex industry from a cash handout program to support small companies hit by the coronavirus is discrimination banned under the Constitution.",-1
"South African Wedding Ends in Arrest of Bride and Groom, Pastor, and All 50 guests for Breaking Nationwide Ban On Public Gatherings",-1
"Sharp increase in Moscow ""pneumonia"" cases fuels fears over government-reported coronavirus statistics",0
'Putting nature first' could create nearly 400 million jobs by 2030,1
The Great Barrier Reef has lost half its corals within 3 decades,1
Leaked files contain more evidence of Kremlin links to one of the biggest donors to Boris Johnson's Conservative party,0
Indian newspaper reporter burned alive after exposing corruption,0
"Climate crisis: Offshore wind power ‘so cheap it could return money to consumers’ - Renewable energy is on course to become the cheapest kind of power to produce in the UK, meaning household electricity bills could fall if savings are passed on to consumers.",-1
"[New Zealand] Covid-19: 100 days of no community spread, no new cases reported",-1
South Korea reports more recoveries than coronavirus cases for the first time,0
French government drops draft law curbing filming of police officers,0
"Scientists Confirm Entirely New Species of Gelatinous Blob From The Deep, Dark Sea",0
"Pro-Putin media are pushing a narrative that Alexei Navalny was hospitalized after heavy drinking, rather than poison, which his supporters say is a smear",-1
Chinese businessman Jack Ma is donating 500 000 COVID-19 test kits and 1 million masks to the U.S.A.,0
'Ecocide' proposal aiming to make environmental destruction an international crime,-1
China forces birth control on Muslims to suppress population,0
EU official calls Floyd's death an abuse of power,-1
France finds first case of new coronavirus variant,0
"David Attenborough calls for ban on 'devastating' deep sea mining - Sir David Attenborough has urged governments to ban deep sea mining, following a study warning of “potentially disastrous” risks to the ocean’s life-support systems if it goes ahead.",-1
Putin warns the world not to interfere in Belarus: Russian leader tells Angela Merkel any intervention will be 'unacceptable' after EU threatens sanctions over 'rigged' elections,-1
Tokyo Olympics to be cancelled for coronavirus: report,-1
Jair Bolsonaro has been named the Organized Crime and Corruption Reporting Project’s 2020 Person of the Year for his role in promoting organized crime and corruption,-1
Canada Goose Workers Allege Unsafe Working Conditions in Winnipeg Factories. “Before I came to Canada I was in Qatar and then Dubai and it’s the same here in Canada Goose: No humanity.”,-1
"Russian opposition leader Navalny was poisoned, hospital tests indicate",-1
Kenya policeman charged with the murder of 13-year-old who was shot as he stood on a balcony in March watching police enforce a night-time curfew.,-1
"Sir Jim Ratcliffe, UK's richest person, moves to tax-free Monaco - Ratcliffe, the founder and chief executive of petrochemicals company Ineos, was an ardent supporter of the vote leave campaign, declaring that the UK would thrive without red tape from Brussels.",1
"Brexit-backing billionaire will build his SUV in France, not the UK",0
"Coronavirus has fuelled authoritarian trends around the world, warns Australia",0
U.N. chief calls on humanity to end 'war on nature',-1
Spain 'to register' those who refuse to have Covid-19 vaccine,-1
Angela Merkel says Britain must 'live with the consequences' of Boris Johnson’s decision to ditch close alignment with EU,0
Argentina lower house approves landmark bill to legalize abortion,1
Putin Says He’s Not Ready to Recognize Biden as U.S. President,-1
"Belarus President Sends SOS to Putin, Tells Protesters: You’ll Have to Kill Me to Get New Elections",-1
AP: U.S. moves to rejoin UN Human Rights Council,0
"Rio Tinto legally destroy Native Australian Aboriginal historical site with artifacts dating back 46,000 years.",-1
"Quick, portable and made-in-Canada: Rapid COVID-19 test kits approved, shipping out | CBC News",1
"Two Canadian Police Officers Have Been Charged After Killing Potential Witness: Two Alberta RCMP officers killed Clayton Crawford at a truck stop in 2018. Now, amid protests across the world over police brutality, the pair have been charged.",-1
"A Bangladeshi film director has been arrested and charged after a scene in ""Nabab LLB"", a fictional courtroom drama about rape and the treatment of victims depicted police harshly interrogating a rape victim and highlighting attitudes towards violence against women in the conservative nation",-1
"Indian politician who claimed bathing in mud and blowing a conch shell provides immunity, tests COVID-19 positive",1
Biologists warn ‘extinction denial’ is the latest anti-science conspiracy theory: Spike in extinction denial is likely this week after UN publishes latest biodiversity figures,-1
"Israel to legalize, regulate recreational cannabis market within 9 months",0
"Coronavirus deaths are so high in Italy that some places have waiting list for burials, and funerals are taking place with no family members there",-1
Red Cross: Global warming bigger threat than coronavirus,-1
"France and Germany pulled out of talks to reform the WHO because the US was trying to take control, according to a report",0
Canada reintroduces bill to ban LGBT+ conversion therapy,-1
"White supremacy a global threat, says UN chief",-1
Biden tells Putin: U.S. no longer 'rolling over',-1
Cannabis May Reduce Deadly COVID-19 Lung Inflammation: Researchers Explain Why,0
"Belarus police fire stun grenades as 100,000 protest - The opposition has given Belarusian President Lukashenko an ultimatum: Resign by midnight or face a national strike.",-1
Top Russian doctor falls from fifth floor window while on call complaining to bosses about lack of PPE for medics,-1
"The Philippines Will Be ‘in Deep Shit’ if it Follows Trump and Bolsonaro in Reopening, Duterte Says",0
Merkel faces pressure to drop Russian gas pipeline after Navalny’s poisoning,-1
Israeli study finds 94% drop in symptomatic COVID-19 cases with Pfizer vaccine,-1
Global press urges President Trump to curb police violence against journalists covering US protests - members of the World Association of News Publishers demanded thorough investigations into more than 400 attacks on media professionals,-1
"Brazil's Bolsonaro calls surging Amazon fires a 'lie', despite data produced by his own government showing that thousands of fires are surging across the region",0
UN official confirms they have 'evidence' that Myanmar is using live ammunition against protestors,0
Previously Unreleased Defense Dept. Email Confirms Trump Made ‘Final Decision’ on Withholding Ukraine Aid,0
New Zealand Prime Minister Jacinda Ardern appears headed for big election win and 2nd term in early vote counting,1
Swiss voting on a proposed law to make companies liable for human rights abuses that occur in connection with their activities abroad. This could also apply to the case of Hong Kong.,-1
Trump less trusted across advanced economies than China's President Xi,1
"Brazilian supreme court decides all Brazilians are required to be vaccinated against COVID-19. Those who fail to prove they have been vaccinated may have their rights, such as welfare payments, public school enrolment or entry to certain places, curtailed.",1
"Russia began cultivating Trump as asset 40 years ago, ex-KGB spy says - Business Insider",1
Baby of critically endangered rhino born at UK zoo,0
Locals warn derelict barge 'Nabarima' about to spill 55 million gallons of oil and no one is helping,0
"Over 100 Coronavirus Cases in South Korea Have Now Been Linked to One Guy’s Night Out Clubbing - on May 1, a 29-year-old man visited five bars and clubs in Itaewon, one of Seoul’s most popular nightlife districts.",1
"PM Trudeau, other leaders condemn white supremacy in wake of Trump's refusal to do so",-1
Liberal Democrats are today set to become the first major national party to commit to a universal basic income for all UK residents.,1
Two female judges shot dead in Kabul as wave of killings continues,-1
"Russia Secretly Offered Afghan Militants Bounties to Kill American Troops, U.S. Intelligence Says",-1
Billionaires' wealth rises to $10.2 trillion amid Covid crisis,-1
‘Justice for Joyce’: Family of Indigenous woman who died in Quebec hospital announces lawsuit,-1
"In NZ, a man has been arrested after posting a video coughing and sneezing at fellow shoppers at a Christchurch supermarket: ""The man has been charged with endangering life by criminal nuisance and obstruction of a medical officer of health.""",-1
"Chinese activist Zhang Wuzhou tortured in police custody, says family",-1
Judge calls it 'discriminatory' to deny Puerto Rico access to U.S. aid,-1
Bollywood Actors Called Out For Supporting Black Lives Matter Movement While Promoting Skin Lightening Products,1
"The world’s largest seagrass restoration project is a huge success, restoring 9,000 acres of wildlife",1
Italy coronavirus death toll soars by 133 in a day,-1
Trump official claims China ‘deliberately’ sent coronavirus to US as cases soar across country,0
'Shell Must Not Get Away With This': Niger Delta Still Waiting for Big Oil to Clean Up Devastating Pollution,-1
Dozens of elephants in Thailand permanently freed from carrying tourists in the wake of COVID-19 downturn.,1
Egypt police ‘using dating apps’ to find and imprison LGBT+ people,0
"At least two people had seizures after viewing malicious tweets featuring flashing gifs that deliberately targeted Epilepsy Society...police investigating tweets as hate incident, after at least 200 seemingly coordinated messages were sent to charity and its supporters in recent days.",1
Search for missing boy leads Mexican police to 23 abducted children,-1
Putin Orders New National Mask Mandate as Russia Sees Second COVID-19 Spike,0
Uighur model sends rare video from Chinese detention,-1
Belgians urged to eat frites twice a week to deplete coronavirus potato mountain,0
"Japan PM sparks anger with near-identical speeches in Hiroshima and Nagasaki - ‘It’s the same every year. He talks gibberish and leaves,’ says one survivor after plagiarism app detects 93% match in speeches given days apart",-1
“You are not a sultan and we are not your subjects”: Boğaziçi University’s students’ open letter to Tayyip Erdoğan,0
Australia's billionaires became 50% richer during pandemic,1
BBC News - Coronavirus: Oxford vaccine can train immune system,1
Canada Passes Historic Wage Bill to Stem Wave of Job Losses,-1
"BHP to destroy at least 40 Aboriginal sites, up to 15,000 years old, to expand Pilbara mine",-1
Boris Johnson says Covid deniers who claim pandemic is hoax need to 'grow up',-1
"German officials were so alarmed by Trump's conversations with Angela Merkel that they took extra steps to make sure they stayed secret, according to a CNN report",-1
Japanese media reports N. Korea's Kim Jong Un in vegetative state,0
‘Appalling’: World leaders blast Russia over Navalny arrest,-1
"Indians hold funerals for soldiers killed at China border, burn portraits of Xi",-1
New Zealand Government to roll out free period products at schools,1
North Korea's Kim getting treatment after cardiovascular procedure: report,0
"Pope Francis: Humans Have Sinned Against The Earth By Exploiting Its Resources. On Earth Day during the coronavirus pandemic, the pope reminded his flock that humanity has no future if the environment is destroyed.",-1
Anger as Boris Johnson falsely claims child poverty has fallen despite huge rise under Tories,-1
Sweden has admitted its coronavirus immunity predictions were wrong as cases soar across the country,-1
"YouTube removes Punjabi songs related to farmers' protest: YouTube displays a message stating, 'This content is not available on this country domain due to a legal complaint from the government'",-1
Coronavirus: Trump declares national emergency in US over COVID-19,-1
"As Donald Trump exits, QAnon takes hold in Germany",0
Canada PM Trudeau joins anti-racism march in Ottawa,0
"'This is over the top': Lindsey Graham and Mick Mulvaney 'begged' Trump not to kill Iran's top general, but 4 days later he did it anyway, according to Woodward's new book",1
"Trump says he spoke to a Taliban leader, had ‘good talk’ — Trump confirmed he spoke on phone to a Taliban leader, making him first U.S. president believed to have ever spoken directly with group responsible for deaths of thousands of U.S. troops. The Taliban harbored al-Qaida before 9/11 attacks.",0
"In Turkmenistan 14-year-old judoka was ordered to throw a fight with another judoka from military school. He refused and won the match. After the match, he was beaten severely and later died in a hospital. His coach also was beaten by unknown group of people.",-1
"President Vladimir Putin made no statement on unprecedented chaos in US when he spoke briefly with journalists while Russia's Foreign Ministry said, “The events in Washington show that the U.S. electoral process is archaic, does not meet modern standards and is prone to violations.""",-1
Conservatives turn on Boris Johnson over handling of UK’s Covid-19 crisis,-1
"Russia seeks to stop Biden from winning election, FBI chief says",1
Two cruise ships hit by coronavirus weeks after industry restarts,0
"Pfizer’s German partner, BioNTech, achieves breakthrough in quest for multiple sclerosis vaccine",0
"Asteroid sneaks past satellites Monday in one of the closest flybys on record. A previously unseen asteroid the size of a truck flew about 4,350 miles (7,000 kilometers) over the Pacific Ocean on Monday, making it one of the closest passes by our planet on record.",0
A one-year-old infant in Canada has been fatally shot in an incident involving police officers who opened fire on a pickup truck while responding to an alleged kidnapping.,-1
"In just 24 hours, Brazil sets a grim new record with almost 35,000 new coronavirus cases",-1
"Biden's 1st call to foreign leader will be to Trudeau Friday, says press secretary",0
The Workers' Party (PT) of Brazil will present a formal petition to initiate an impeachment against the far-right President Jair Bolsonaro for his mismanagement in the face of the health crisis that the country is going through due to COVID-19.,-1
Mexican president proposes stripping immunity from US agents,0
"Over 40 African students duped into skinning chickens in Taiwanese factory from scholarship program that offered applicants ""hands-on practical and work experience"" while earning a Bachelor's in Business Administration",-1
"‘A Cancer’: Former Australian Prime Minister, Kevin Rudd Calls for Royal Commission Into ‘Murdoch monopoly’",0
Belarus National Strike beginning!,-1
"Canadian Cops Keep Killing People During Wellness and Mental Health Calls: At least five people have died during mental health calls or wellness checks by police since April. All five were Black, Indigenous, or people of colour.",-1
China Is Using Uighur Labor to Produce Face Masks,0
"No-kill, lab-grown meat to go on sale for first time. Singapore’s approval of chicken cells grown in bioreactors is seen as landmark moment across industry.",1
Saudi Arabia rules in favor of woman living independently without permission,1
"Zoom closed the account of a group of prominent U.S.-based Chinese activists after they held a Zoom event commemorating the 31st anniversary of the June 4 Tiananmen Square Massacre,",1
"Youtube, TikTok and Instagram Delete Russian Posts Promoting Navalny Protests",0
"COVID-19 kills 1 Iranian every 10 minutes, About 50 Iranians are contracting Coronavirus every hour, says Health Ministry spokesperson",-1
France bans citizens from filming and identifying violent police officers,-1
"A large canine has been captured by an automatic camera in Normandy, northern France. Authorities believe the animal is a European gray wolf. If their suspicions are correct, it would be the first wolf seen in this region of France for more than a century.",-1
"Eswatini (Swaziland) PM dies of COVID-19, making him the first world leader to pass away from the virus",0
Europe to pay less than US for Pfizer COVID-19 vaccine,0
‘It is unacceptable’: Man with coronavirus skips self-isolation to go to work at major hotel and visit nightclub. Tasmanian government considering tougher rules for self-isolation after ‘irresponsible’ actions,0
"The Polar Vortex collapse sequence has now begun, with current forecasts showing a likely increase in colder Winter weather dynamics over the United States and Europe as a response to these large-scale circulation changes.",1
Hong Kong activists are begging German Chancellor Angela Merkel not to sacrifice the country's values ​​to please China,1
"Russia arrests over 1,000 people demanding Navalny's release",-1
China is guarding ancient bat caves against journalists and scientists seeking to discover the origins of the coronavirus,0
"The US Defense Department has determined that 20 top Chinese firms, including Huawei, are either owned by or backed by the Chinese military",1
Jordan became the first country to vaccinate refugees against covid,0
Canada Says It Will Suspend Its Extradition Treaty With Hong Kong,-1
London's homeless will be offered two-week stay in hotel over Christmas,0
China Vows To Brutally Crush Hong Kong Pro-Democracy Protesters,-1
A 16-year-old Iranian chess prodigy has upended the chess world by beating World Chess Champion Magnus Carlsen in the final of the Banter Blitz Cup,1
Norway to increase carbon tax from $95/tonne to $240/tonne,1
China warns the UK to 'step back from the brink' after Boris Johnson offers 3 million Hong Kong citizens refuge in Britain,0
"Spain is to set up a registry of people who refuse to be vaccinated against coronavirus and share it with other European Union nations, the health minister has said. The list would not be made accessible to the public or to employers.",0
Netanyahu's son under fire for tweeting that leftists should die of virus,-1
Mike Pompeo says free world must change China or 'China will change us' | China,1
Germany's 'eternal chancellor' Angela Merkel marks 15 years in office,0
Supermarket manager's blunt reply to toilet paper hoarder wanting refund: The manager ripped into a stockpiler who tried to get a refund on almost 5000 rolls of toilet paper he couldn’t sell online.,0
"Thought to be extinct, rare singing dog with a wail similar to the song of a humpback whale found thriving in Papua",0
"Third Russian doctor plunges from Covid hospital window: Medic, 37, is now fighting for life 24 hours after warning of PPE shortages and being forced to work despite being infected",-1
"Iran dismisses Pompeo's assertion of ties between al-Qaeda and Tehran: “No one is fooled. All 9/11 terrorists came from @SecPompeo’s favorite ME destinations (Saudi Arabia); NONE from Iran,” Iran's Foreign Minister Zarif said.",-1
'42 knees in one day': Israeli snipers brag about deliberately crippling Gaza protesters,-1
12 Japanese firms will end business deals involving Uighur forced labor,-1
Trump reportedly 'furious' that Germany's Angela Merkel turned down his G7 Summit invitation over coronavirus concerns,0
Teenager 'who spat at London bus driver during Covid-19 lockdown' arrested: He tried to pay his fare with a bank card but it would not process. The bus driver was spat at after telling the teenager he could not travel on the bus unless he paid using an alternative option.,-1
South Korean boyband BTS donates $1 million to Black Lives Matter,0
German Chancellor Angela Merkel tests negative for coronavirus,-1
French police fired tear gas at protesters rallying in Paris against a bill that would make it a criminal offence to film or take photos of police with malevolent intent,-1
Japan: Man infected with coronavirus goes to bars ‘to spread’ it,-1
'Let him go!' - Alexei Navalny's supporters hold protest outside Moscow police station despite temperatures of -20C,1
Germany blocks Chinese takeover of satellite firm on security concerns - document,0
"Air pollution killed nearly a half-million newborns last year, study says",-1
US Secretary of State Pompeo threatened the families of International Criminal Court staff with consequences in response to a probe on US war crimes in Afghanistan,-1
Queen lobbied for change in law to hide her private wealth,1
"Pakistan approves new anti-rape laws, closing loopholes, abolishing antiquated two-finger testing, setting up special courts for rape cases, and introducing chemical castration as a 'form of rehabilitation' in extreme cases",0
"Spain's Supreme Court rules food delivery riders are employees, not freelancers",1
Great Barrier Reef has deteriorated to 'critical' level due to climate change,1
Gay men in South Korea are being hunted on dating apps after ‘palpable homophobia’ grows amid coronavirus resurgence,0
‘Huge stupid Americanism’: Italian governor rails against Halloween as he imposes 31 October curfew,-1
Two killed and 5 others injured by someone with a sword in Quebec City last night,-1
"Prince William ‘Struggled to Breathe,’ as He Secretly Battled Coronavirus",-1
"100,000 march in Belarus capital on 50th day of protests",-1
Airlines are burning thousands of gallons of jet fuel flying empty 'ghost' planes so they can keep their flight slots during the coronavirus outbreak,-1
Sex traffickers left thousands of women to starve during Italy lockdown - Gangs abandoned trafficked Nigerian women without access to food or funds amid coronavirus pandemic,-1
"An Indian Judge Just Threw a Rape Survivor in Jail for Shouting in Court. Police had made the 22-year-old repeatedly describe her ordeal, then leaked her identity to the neighbourhood",-1
Australian cattle feed invention equal to taking '100 million cars off the road' wins international prize,1
Russian scientist working on COVID-19 vaccine plummets to death in St. Petersburg,-1
"Thailand Moves to Legalize Same-Sex Unions, a Rare Step in Asia",0
"Chilean police throw boy, 16, off bridge during protests | Chile",-1
Researchers uncover six-year Russian misinformation campaign across Facebook and Reddit,-1
"The United States stunned other members of the UN Security Council by preventing a vote on a resolution for a ceasefire in various conflicts around the world to help troubled nations better fight the coronavirus pandemic, diplomats said. Washington's reversal came a day after it agreed to the text",1
"Extremely rare white Kiwi that inspired books & toys dies in New Zealand after surgery, prompting widespread mourning",0
Vienna shooting: Austrian police rush amid incident near synagogue - one dead,-1
This powerful image of a Black man carrying a white counter-protester to safety frames a day of chaos and race-inspired violence in London,-1
VPN firm that claims zero logs policy leaks 20 million user logs,0
"ISIS bride Shamima Begum not allowed to return to UK , Supreme Court rules",1
WHO sounds alarm as coronavirus cases rise by one million in five days,-1
Tibetans demand China disclose fate of boy taken away in '95,0
"Two men have been charged in Malta with providing the bomb that killed anti-corruption journalist Daphne Caruana Galizia. Described as a ""one-woman WikiLeaks"" who exposed cronyism and sleaze within Malta's political and business elite",1
US protests: BBC cameraman attacked by police at demonstration outside White House - “Our brilliant cameraman Pete Murtaugh clearly targeted by the police/a policeman”,1
"New Zealand's largest online news site ceases posting on any facebook owned platform citing ""ethical reasons""",1
NHS worker punched and thrown from Tube train after confronting passengers for not wearing masks,0
NATO officials say they were briefed on Russian bounties on US soldiers in Afghanistan — even though Trump claims he wasn't,0
Sudden loss of smell or taste is emerging as a symptom of covid-19,-1
France arrests top military officer over Russian-linked 'breach',-1
Egypt has started disposing of abandoned and dangerous materials at ports after massive explosion in Beirut. “What happened in Beirut made us examine our own situation and we actually got rid of large quantities of abandoned and neglected and dangerous materials that were in the ports.”,-1
Amazon warehouse workers in Germany will strike Monday because of coronavirus infections,0
Dutch Cabinet collapses over childcare allowance scandal,-1
South Korea unveils $43 billion plan for world's largest offshore wind farm,0
"Rwanda finds genocide grave that could contain 30,000 bodies",-1
"Jailed Kremlin critic Navalny, on protest eve, says has no plans to commit suicide and that his mental and physical health is in good condition",-1
"Justin Trudeau warns if Canada opens too early, the country could be sent 'back into confinement'.",0
"Study Warns Radicalized Right-Wingers Uniting Online—Many Inspired by Trump—Threaten Australian Democracy | The researchers urge Australian leaders to safeguard the nation's political system ""from these very insidious and ongoing threats.""",1
"Earth is accelerating towards sixth mass extinction event that could see the ‘disintegration of civilisation’, with ‘more than 500 species on course to go extinct in next two decades,’ scientists warn",0
"Mexican president tests positive for COVID-19. ""The symptoms are mild but I am already under medical treatment""",1
Covid-19 clear: Vietnam goes three straight days without new infection,1
"Being obese doubles the risk of hospital treatment from Covid-19 and increases the risk of dying by nearly 50%, a global analysis suggests.",-1
"With world distracted, the Amazon rainforest continues to burn. Deforestation in the Brazilian Amazon hit a new high in the first four months of this year, with 1,202 square kilometres of forest wiped out.",0
"Russian President Vladimir Putin has submitted to parliament a number of new constitutional changes, including amendments that mention God and stipulate that marriage is a union of a man and woman",1
Police union will not ID officer in Australian TV crew attack,-1
"41% of Americans say they won't buy products made in China, while 35% of Chinese say they won't buy American-made goods",0
White House falsely claims the coronavirus has been 'contained' in the US,0
Leaked comments from a private Facebook group for police officers have fueled outrage over racism among French law enforcement. Members of the group repeatedly used racist and sexist terms and mocked victims of police brutality,-1
"Sweden stages coronavirus U-turn, banning public events with more than eight people",0
Greta Thunberg Says She's 'More Than Happy' That U.S. Is Rejoining Paris Climate Agreement,1
Belarus Has Shut Down the Internet Amid a Controversial Election,-1
U.N. Warns America Against 'Excessive Force' as Portland Officers Seen Shoving Medics to the Ground,0
Over 70% favor removing 'China' from Taiwan passport,1
England's COVID-19 infections down 30% during national lockdown: survey,0
Bhutan parliament decriminalizes homosexuality,0
"Trump wants to jail WikiLeaks founder Julian Assange to keep him quiet, extradition hearing told",0
"Lady Gaga has raised $35 million in 7 days for the WHO's global coronavirus response fund, and is spearheading a free virtual global festival on multiple stations including Stevie Wonder, Sir Paul McCartney",1
Japan to declare recession after 71 straight months of growth.,0
"China has betrayed Hong Kong, former HK governor says",-1
A Uighur Woman Who Was At Risk Of Being Forcibly Sent Back To China And Detained Has Arrived Safely In The US,0
Covid-19 coronavirus: UK Prime Minister 'on oxygen' after being hospitalised,0
Thousands in Warsaw join biggest protest so far against abortion ruling,0
Biden raises coercion of Taiwan and human rights abuses with Xi Jinping in first phone call,-1
Man sets himself on fire on Putin's birthday in Russia's 2nd self-immolation in a week,-1
Boris Johnson is reported to have offered jobs at the head of two of Britain’s most important media organisations to two outspoken critics of the BBC. The provocative choice of two such hardline anti-BBC voices has prompted anger and dismay across the broadcasting and entertainment industry.,-1
New Zealand joins Five Eyes allies in condemning China for 'concerted campaign to silence all critical voices' in Hong Kong,-1
"UK Health secretary Matt Hancock is facing a growing backlash over his claim that NHS workers are using too much PPE, with one doctors' leader saying that the failure to provide adequate supplies was a ""shocking indictment"" of the government's response to the coronavirus outbreak.",-1
Boris Johnson’s father caught getting on tube without mask in fourth breach of Covid rules,0
"Boris Johnson's new Brexit trade adviser is former Australian prime minister Tony Abbott, who has been labeled an 'offensive, climate change-denying, Trump-worshipping misogynist'",0
"Nova Scotia woman, trying to stop husband from medically assisted death, denied stay motion | ""The Supreme Court of Canada decided that medical assistance in dying is a constitutionally-protected right""",-1
Parler partially reappears with support from Russian technology firm,1
Pack of dogs trained to protect wildlife have saved 45 rhinos from being poached,1
"Number of coronavirus cases in Brazil is 15 times higher than official data, new national research point out. They estimate over 300,000 people are infected and they fear a catastrophe is coming over the next weeks.",-1
German police raid church service with over 100 maskless worshippers,1
"Right-Wing Responsible For Pushing Coronavirus Disinformation On Twitter Worldwide, New Report Says",1
"Top police officer requests official list of all Jews in Ukrainian city, sparking fury",-1
Canadian senator co-signed order barring international travel during pandemic — then went to Mexico,0
US Navy deploys three aircraft carriers to Pacific against China,0
'Horrifically Catastrophic': Report Finds So-Called US War on Terror Has Displaced as Many as 59 Million People,-1
Boris Johnson condemns 'disgraceful scenes' in US,-1
Leading human rights group calls Israel an 'apartheid' state,0
Russians’ Trust in Putin Hits 14-Year Low – State Poll,1
"Forced pregnancy, marriage are now recognized war crimes in latest hague conviction. The landmark war crimes case expands the world’s collective understanding of how sexual and gender-based violence is used as a tactic of war.",-1
headline,label
UK will veto Donald Trump's bid to let Russia back into the G7 as there is no evidence of 'changed behaviour' since Putin annexed the Crimea,-1
Newly revealed financial records show Trump owes millions to state-owned bank in China: report,0
"If U.S. President Donald Trump goes ahead with his threat to close Twitter, the site can always relocate to Germany, a senior German official suggests",-1
Iran issues arrest warrant for Trump; asks Interpol to help,0
Brazilian spokesperson tests positive for COVID-19 after he meets with Trump and Pence at Mar-a-Lago,1
Donald Trump's press secretary says police who attacked Australian journalists 'had right to defend themselves',-1
"New vaccines must not be monopolised, G7 tells Donald Trump - World leaders at a G7 video summit told Donald Trump that medical firms must share and coordinate research on coronavirus vaccines rather than provide products exclusively to one country.",1
Italy hospital says Dr. Fauci 'welcome with open arms' if Trump removes him from his post,1
Angela Merkel: Trump shares blame for US Capitol storming,0
Trump Admits He’s Never Mentioned Bounties to Putin Because He Thinks It’s ‘Fake News’,1
"‘I’m surprised he’s even heard of us’: Wales hits back after Trump criticises country’s coronavirus response | “I look forward to welcoming Joe Biden here as next president of the United States,” says Plaid Cymru leader",1
"Trump told China's president that building concentration camps for millions of Uighur Muslims was 'exactly the right thing to do,' former adviser says",0
Biden administration tells Russia to free Navalny and protesters in stark departure from Trump era,1
"A combination of drugs touted by US president Donald Trump as an “extremely successful” Covid-19 treatment increases the chances of death among patients by 27 per cent, a study has found.",-1
'I'm not comfortable living here': More Americans did actually move to Canada since Trump's 2016 election,-1
Trudeau says 'shocking' riot in Washington was incited by Trump,-1
'I saved his a--': Trump boasted to Woodward that he protected Saudi Crown Prince Mohammed bin Salman after Jamal Khashoggi's brutal murder,-1
Right-Wing Trumpist News Site Busted as Putin Troll Farm Operation,0
"‘No logic’: World reacts to Trump’s decision to cut ties with World Health Organisation. 'Given the scale of the outbreak in the US, this appears nothing short of an attempt to refocus attention away from how this has been handled'",-1
Pope Francis calls Trump’s family separation border policy ‘cruelty of the highest form’,0
"Trump should quit and 'not be embarrassing,' says Czech president, who was an early Trump ally",0
"Syria has accused President Donald Trump of stealing the country's oil, after U.S. officials confirmed that a U.S. company has been allowed to operate there in fields under the control of a Pentagon-backed militia.",-1
Trump International Hotel Vancouver is permanently closed,0
3M refused Trump’s demand to divert 10 million N95 masks produced in Singapore to the US. The masks are produced in Singapore and exported to countries in Asia.,-1
Trump and Russia’s Vladimir Putin Spoke Five Times in Just Three Weeks in an ‘Unusual Amount of Communication’,0
"Jacinda Ardern hits back at Trump: ""Anyone who was following outbreaks around the world would quite easily see New Zealand's nine new cases yesterday didn't compare to the tens of thousands in the United States.""",1
"Leaked notes obtained by the Telegraph say that when Theresa May asked for Trump to take a strong stand after Russia poisoned Sergei Skripal, Trump replied “I’d rather follow than lead.”",-1
"The Trump administration has formally notified Congress that it intends to sell nearly $500 million in precision bombs to Saudi Arabia, a transaction that will fuel criticism from lawmakers who oppose arming the Persian Gulf nation over its record of human rights abuses and role in the war in Yemen",-1
"Trump is scapegoating the WHO - but failed to confirm a U.S. representative for 3 years: Experts say that left the U.S. without a senior voice in the global health body, surrendering influence to China as it worked to cover up the extent of the COVID-19 epidemic in Wuhan",-1
"Trump Pushed CIA to Give Intelligence to Kremlin, While Taking No Action Against Russia Arming Taliban",1
Trump accused of calling South Koreans 'terrible people' in front of GOP governor's South Korean-born wife,-1
Trump accused of calling South Koreans 'terrible people' in front of GOP governor's South Korean-born wife,-1
Trump says the U.S. will cut ties with World Health Organization,-1
The US ambassador to Brazil reportedly asked Brazilian officials to help Trump’s reelection,1
"Trump asked China’s Xi to help him win reelection, according to Bolton book",1
Trump suspends travel from Europe for 30 days as part of response to 'foreign' coronavirus,0
Bleach manufacturers have warned people not to inject themselves with disinfectant after Trump wrongly suggested it may cure the coronavirus,-1
North Korea says no need for talks with US as they’re nothing more than ‘shallow trick’ to make Trump look good,0
Bill Gates condemns Donald Trump for stopping US payments to World Health Organisation,-1
Trump considering suspending funding to WHO,0
Dr. Fauci to lead U.S. delegation at WHO meetings as Biden plans to reverse Trump withdrawal,0
UN calls Trump’s Blackwater pardons an ‘affront to justice’,1
Robert Mueller breaks his silence and condemns Trump for commuting Roger Stone's sentence,-1
NATO is furious at Trump delaying the military handover to Biden while 'there's a significant security situation underway with Iran that could explode at any time',0
"Germany shuns Trump's claims Covid-19 outbreak was caused by Chinese lab leak - Internal report ""classifies the American claims as a calculated attempt to distract"" from Washington's own failings",-1
"Erik Prince, the former head of the security contractor Blackwater Worldwide and a prominent supporter of Donald Trump, violated a United Nations arms embargo on Libya by sending weapons to a militia commander who was attempting to overthrow the internationally backed government",1
