comment,label
Biden says he'd like live onscreen fact checks to combat Trump 'lies' during debates,0
Democratic nominee Joe Biden tests negative for coronavirus after potential exposure,-1
Joe Biden wins Wisconsin,1
Biden has now received more votes for president than any other candidate in U.S. history,0
Biden says drug users should not be jailed as he admits crime bill was a mistake at town hall,-1
Biden vows to rejoin Paris climate accord on ‘day one’ if he wins,1
"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",1
US election: Biden event in Texas cancelled as 'armed' Trump supporters threaten campaign bus,0
Twitter now alerts Trump that Biden is president every time he lies about election fraud,-1
US election: Biden becomes first-ever presidential candidate to receive 80 million votes,0
"Postal workers union endorses Biden, warns 'survival' of USPS at stake",1
Joe Biden's Gettysburg speech was 25 minutes long and didn't mention Trump once,0
"Fauci says he accepted Biden's offer to be chief medical adviser ""on the spot""",1
Don't trust presidential polls that show huge leads for Joe Biden. The race isn't over.,0
"Joe Biden crosses 79 million votes, 10 million more than any other president in history",0
The biggest question Twitter users have from the debate: Can we mute the mics next time? The president interrupted both the moderator and Biden at least 128 times.,-1
"Biden Has Finally Won Arizona, Turning It Democratic For The First Time In Decades",1
Debates commission plans to cut off mics if Trump or Biden break rules,-1
Biden not getting intelligence reports because Trump officials won't recognize him as president-elect,-1
Biden To Have Entire WH East And West Wings Showered With Disinfectant Right After Trump Leaves,0
Biden plans immediate flurry of executive orders to reverse Trump policies,0
"Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris.",1
"Biden says Trump was ‘paralysed with fear’ by protests and hid ‘in his bunker’ in new campaign ad | ‘Too scared to face the people. Too small to meet the moment. Too weak to lead,’ narrator says",-1
Tucker Carlson Reports He Lost Only Copy of Documents That Nail Biden,-1
Biden campaign launches ‘TrumpCovidPlan.com’ — a site that reads ‘Not Found’,0
"If Biden wants to unite the country, one thing is clear: Dump the corporate lobbyists",0
"Joe Biden Tests Negative Again for COVID-19, Days After Trump Is Diagnosed",-1
Joe Biden's Popular Vote Lead Over Donald Trump Passes 5 Million,1
Biden: Military will escort Trump out of White House if he loses election and refuses to leave,-1
Twitter says it will give @POTUS account to Biden on Inauguration Day,0
FBI investigating ‘Trump Train’ swarming of Biden bus on Texas interstate: report,0
"Michigan elections board certifies results from presidential election, sealing Biden’s win in state",1
"Biden says the White House is cooperating fully with his transition, but that Trump still won't speak to him",0
"Trump Supporters That Harassed Biden Bus Were Armed, Operation Organized in Private Facebook Group Linked to QAnon",0
More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won,1
Democratic presidential nominee Biden tests negative for COVID-19,-1
'What we saw was terrifying': Former senior Trump official Miles Taylor endorses Joe Biden in damning video,0
Biden releases 2019 tax returns hours before first presidential debate,0
Biden names fired surgeon general as a head of his COVID-19 taskforce,-1
"Biden's lead in Georgia grows to over 14,000 votes",0
"Joe Biden asks Anthony Fauci, the federal coronavirus expert, to become his chief medical adviser",0
"Bernie Sanders says he's staying in race, looks forward to debating Joe Biden",0
"Biden: QAnon is ‘bizarre’ and ‘embarrassing,’ supporters should seek mental health treatment",1
Megathread: The GSA Has Informed President-Elect Joe Biden that the Administration is Ready to Begin the Formal Transition Process,1
Biden on Trump sharing video of protester shouting 'white power': He 'has picked a side',1
"Biden to Trump: 'Release your tax returns, or stop talking about corruption'",-1
US spies say the Hunter Biden email controversy shows how 'exploitable' and 'grotesquely vulnerable' Trump and Giuliani are to Russian intelligence,1
Joe Biden's Major to Be First Rescue Dog in White House,1
Dave Bautista backs Biden over Trump in new campaign ad: 'It’s easy to bully people. That does not make you a tough guy',0
Joe Biden is the first president-elect in US history to include transgender people in his victory speech,0
"Trump Blames Biden, Who Isn't President, For Not Instituting Mask Mandate | “To be clear: I am not currently president,” Biden wrote moments later. “But if you chip in now, we can change that.”",0
"Dwayne Johnson Endorses Presidential Candidate for First Time, Supports Joe Biden and Kamala Harris",1
Biden says he won't return Trump's attacks on his children because 'it's crass' to target a political opponent's family,1
"Biden didn’t ‘take the lead’ in Pennsylvania. If he wins, he always had it.",1
"Megathread: Trump, Biden to have microphones muted for part of final U.S. presidential debate",0
Biden won the Electoral College. Now he should call for it to be abolished.,1
Kamala Harris Said Biden Administration Would Decriminalize Marijuana,0
Biden notes 'the violence we're witnessing is happening under Donald Trump. Not me.',-1
Biden slams Trump over Covid at final debate: 'Anyone who’s responsible for that many deaths should not remain president',1
Poll: 60 percent support Biden canceling up to $50K of student loan debt per person,0
Wisconsin recount adds 87 votes to Biden’s victory over Trump,0
Joe Biden says he will rejoin the Paris climate agreement on the first day of his presidency if he wins the election,1
'He gets his photo op and gets out': Biden hits out at Trump for 'reckless' Omaha rally that left supporters hospitalised,1
Trump complains Biden and Obama stopped coronavirus testing even though it didn't exist during their administration,-1
Arizona Certifies Biden’s Election Victory Over Trump,0
Biden: 'It's time corporate America paid their fair share of taxes',1
Wisconsin election results: Biden overtakes Trump with 4% of votes left to count,0
Biden Clinches Electoral College Win as California Certifies,1
Biden netted 132 extra votes after Milwaukee County recount,0
Trump promises Michigan that he will 'never come back' if he loses the state to Biden,0
"Senator Warren urges Biden: Raise minimum wage, cancel student debt, invest in child care.",0
Megathread: U.S. Supreme Court Rejects Republican Challenge to Biden's Pennsylvania Win,1
"Biden: ""I trust vaccines, I trust scientists, but I don’t trust Donald Trump""",1
"Yes, Joe Biden has released 22 years of tax returns online",1
"Trump's last-minute pardon spree shows why Joe Biden just can't ""move on"". The country can't unite and heal if Republicans believe they have license to cheat in elections and commit crimes",0
Biden calls on Trump to step down over his coronavirus response as he holds first town hall,0
Biden team considering legal options if Trump administration keeps stalling the transition,0
"Biden receives endorsement from Scientific American, magazine's first in 175-year history",1
Biden leads by 10 points as majority of Americans say Trump could have avoided coronavirus: Reuters/Ipsos poll,-1
"Biden, Sanders Demand 3-month Freeze on rent payments, evictions of Tenants across U.S.",0
Nationals invite Biden to throw first pitch on Opening Day,0
"Biden Has 4,000 Lawyers on Standby in Florida for Possible Election Recount",0
"'Obamagate' backfires: Documents show Biden, Obama acted properly",0
Twitter is publicly declaring Joe Biden the winner of the US election — on Trump’s own tweets,1
"Joe Biden, in his first speech as president-elect, urges unity: 'Time to heal in America'",0
Obama says Dolly Parton not getting medal of freedom was 'screwup': 'I'll call Biden',1
Biden slams Trump for failing to condemn would-be kidnapping plot on Michigan governor: ‘Sort of behavior you’d expect from Isis’,-1
It’s Official: Biden Beats Trump in Town Hall Television Ratings,0
Trump says he will leave the White House if Electoral College votes for Biden,0
Biden visits late son Beau's grave after Sunday mass,-1
Biden responds to report Trump plans to declare premature victory: He's 'not going to steal this election',1
Trump Throws Tantrum After CNN Poll Shows Biden Crushing Him By Nearly 15 Points,-1
"Trump was convinced he was going to win on election night in a repeat of 2016, and was 'shouting at everyone' when Fox News called Arizona for Biden",1
"Biden if elected will form task force to reunite 545 separated immigrant children with family, campaign says",0
Georgetown University report finds Joe Biden's free public college plan would pay off within 10 years,1
Biden proposes federal mask mandate as Trump mocks reporter in Oval Office for wearing one,-1
Texas Democrats Call for Biden Visit and Say Time is Now to Turn Texas Blue,0
Biden leads Trump by double digits with senior voters over 65—a group no Democrat has won in two decades,1
"Poll: 58% of Biden voters say vote is more ""against"" Trump than ""for"" Biden",0
"AOC: 'In any other country, Joe Biden and I would not be in the same party'",1
USA Today breaks tradition by endorsing Joe Biden,0
Trump demands names of the congressional Republicans who said they recognize Biden as winner,1
"George W. Bush congratulates Joe Biden on winning White House, sending message to GOP about election’s outcome",1
"Biden campaign says its ‘unable to trust’ Facebook after ‘technical issues’ block fundraising efforts ‘We find ourselves 5 days out from Election Day unable to trust that our ads will run properly, or if our opponents are being given an unfair, partisan advantage’",-1
Trump campaign demands CNN apologize for poll that shows Biden leading,0
People embrace rebranding of 'Proud Boys' to 'Poor Boys' after Biden misspeaks,1
Megathread: Joe Biden announces Kamala Harris as his running mate,0
Joe Biden confirmed as Georgia winner after recount,1
Donald Trump is warning “China will own the United States” if Joe Biden is elected president. But Trump himself is tens of millions of dollars in debt to China.,-1
Biden says Trump putting words in George Floyd's mouth is 'despicable',0
Biden says he will take vaccine publicly after White House refused to say if Trump would,-1
Trump’s Attempt to Shift Burden of Proof to Biden Shows His Election Lawsuits Are Garbage,-1
'Trump hasn't grown into the job because he can't': Obama tears into Trump and delivers a forceful endorsement of Biden in DNC speech,1
Trump campaign mocks Biden as he visits son’s grave on Election Day,-1
Megathread: Fmr. National Security Advisor John Bolton Alleges President Trump Tied Ukraine Funding to Investigation Into Bidens,1
"More than 200 retired generals, admirals endorse Biden, including some who served under Trump",1
Biden win in Arizona ‘confirmed’ as analysts say there is no way back for Trump,1
'Nero fiddled while Rome burned. Trump golfs': Bernie Sanders calls on supporters to back Biden against threat of second Trump term,0
"‘I think Amazon should start paying their taxes,’ Joe Biden says",0
"Biden Just Pulled Ahead in Michigan, Wisconsin, and the Fight for the White House",-1
Joe Biden says stimulus package stalled because Republicans fear retribution from Trump,-1
Biden Team Cancels Texas Event After Highway ‘Ambush’ by MAGA Cavalry,-1
Biden expresses 'deep condolences' after 6 American troops killed in helicopter crash while Trump trashes Fox News,-1
ABC News Sets Joe Biden Town Hall on Night of Second Debate,0
Biden campaign says it will now disclose the result of every coronavirus test,0
Trump Bragged On Tape Of Being Able To Do Exactly What Biden Is Accused Of,-1
Biden accuses Trump of ‘betrayal’ for ignoring intel that Russia put bounty on heads of American soldiers,-1
Biden to unveil $775 billion plan to fund universal child care and in-home elder care,1
Biden snags 'Keep America Great' domain in latest act of Trump trolling,1
White House has signed off on Joe Biden getting the President's Daily Brief,0
Trump Lawyer Rudy Giuliani Worked With an “Active Russian Agent” to Discredit Joe Biden,0
"With DeVos out, Biden plans series of reversals on education",0
"If Biden wins, the post-Trump corruption purge will have to be epic",1
Elizabeth Warren Urges Joe Biden to Cancel Billions in Student Loans,-1
Report: Trump Plans to Barricade Himself in the Oval Office and Refuse to Come Out If Biden Wins,1
Joe Biden Credits Elizabeth Warren With Helping Craft His New Economic Plan,1
Canada’s Trudeau is first world leader to congratulate Joe Biden,1
comment,label
Megathread: Joe Biden Projected to Defeat President Donald Trump and Win the 2020 US Presidential Election,1
"AOC challenges Trump to release his college transcript after he called her a 'poor student' on Fox News | 'You release your college transcript, I’ll release mine, and we’ll see who was the better student. Loser has to fund the Post Office,' New York congresswoman tweets",-1
Trump Threatens to ‘Leave the Country’ if He Loses to Biden,-1
"Video emerges showing Trump talking about cutting pandemic team in 2018, despite saying last week 'I didn't know about it'",0
Biden says he'd like live onscreen fact checks to combat Trump 'lies' during debates,0
"Trump must turn over financial documents to New York attorney general, judge rules",0
"The Trump administration paid a bankrupt company with zero employees $55 million for N95 masks, which it's never manufactured",-1
Georgia Judge Throws Out Trump Campaign Lawsuit That Produced Exactly Zero Evidence of Fraud,-1
Megathread: President Donald Trump announces he has tested positive for Coronavirus,1
"James Mattis Denounces President Trump, Describes Him as a Threat to the Constitution",-1
"Chuck Schumer made sure businesses controlled by Trump, his family, and top US officials couldn't get money from the government's $2 trillion coronavirus bailout fund",1
Twitter bans posts wishing for Trump death. The Squad wonders where that policy was for them,-1
Megathread: Long-Concealed Records Show President Trump’s Losses and Years of Tax Avoidance,-1
Pence breaks silence to take credit for Pfizer vaccine - and drugs company immediately denies Trump involved,0
Trump threatens shut down social media platforms after Twitter put a disinformation warning on his false tweets,-1
Trump claims in debate ‘Portland Sheriff’ gave him endorsement; Reese quickly responds: I ‘will never support him’,0
Pentagon to ban all Confederate flags on military bases despite Trump's objections,-1
AOC Condemns 'Misogynistic' Republicans for Not Criticizing Trump's $70K Hairstyling Write-Off While Attacking Her $250 Haircut,-1
"Jared Kushner helped create a Trump campaign shell company that secretly paid the president's family members and spent $617 million in reelection cash, a source tells Insider",1
Georgia Judge Throws Out Trump Campaign Lawsuit That Produced Exactly Zero Evidence of Fraud,-1
Donald Trump Labelled 'Loser of the Year' by Europe's Biggest News Magazine,-1
"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",1
Trump suggests injecting disinfectant to treat coronavirus and touts power of sunlight to beat disease,1
Trump and GOP sued for breaching KKK act with ‘coordinated conspiracy to disenfranchise Black voters’,-1
US election: Biden event in Texas cancelled as 'armed' Trump supporters threaten campaign bus,0
"Tulsa fire department says just under 6,200 people attended Trump rally",-1
Demands for Trump Removal Grow as 'Fascist' Speech Condemned as Declaration of War Against US Public,-1
Trump aides reportedly had to explain to the president that his demand to 'Stop The Count' would actually guarantee his loss,-1
Twitter now alerts Trump that Biden is president every time he lies about election fraud,-1
Trump: Americans Who Died in War Are ‘Losers’ and ‘Suckers’,-1
"George W. Bush won't support Donald Trump’s reelection, report says",-1
Donald Trump Called To Resign After Sleeping During Coronavirus Meeting: COVID19 Response A Failure,-1
"Donald Trump's so-called 'miracle' coronavirus treatment was tested on cells derived from an abortion – The Trump administration has notably opposed medical research that uses fetal tissue from abortions, while knocking back numerous requests from scientists to work with it.",0
"Half of all Americans want Trump criminally investigated after presidency, Independent poll finds",0
Trump Explodes After Nevada Approves Automatically Sending All Voters Mail-In Ballots,1
Eric Trump Busted For Fake Video Of Someone 'Burning 80 Trump Ballots',-1
Trump Just Admitted on Live Television He Will 'Terminate' Social Security and Medicare If Reelected in November,1
Warnings of Possible Cover-Up in Progress as Trump Orders Hospitals to Stop Sending Covid-19 Data to CDC,-1
"People who follow Trump's advice and hang around watching polling places will be prosecuted, Nevada's attorney general says",-1
Washington state radio station won't air Trump briefings because of 'false or misleading information',-1
Joe Biden's Gettysburg speech was 25 minutes long and didn't mention Trump once,0
Trump's 'Don't be afraid of COVID' tweet may be the most irresponsible one in history,-1
"Donald Trump and Jared Kushner receive $3.65m in PPP loan money intended for small businesses, report says",0
President Trump’s Twitter accessed by security expert who guessed password “maga2020!”,1
"Trump refuses to denounce white supremacy, says 'stand back and stand by' on Proud Boys movement",1
Megathread: Trump says he deliberately played down the threat of Coronavirus in recorded interview with Bob Woodward,-1
Trump claims coronavirus is ‘going to just disappear’ as US sees record number of new cases,0
"Donald Trump Has At Least $1 Billion In Debt, More Than Twice The Amount He Suggested",-1
Trump Promised a Vaccine by Election Day—None Have Even Applied for Approval,1
'I don't kid': Trump contradicts aides and insists he meant it when he asked for coronavirus testing to be slowed down,1
Trump says he wishes accused sex trafficker Ghislaine Maxwell well and has 'met her numerous times',0
"Trump is refusing to unveil Obama's portrait at the White House, breaking a 40-year tradition",-1
"Trump said the 1918 Spanish Flu 'probably ended' WWII, which did not begin until 21 years after the pandemic",-1
Trump hasn't attended a coronavirus task force meeting in five months and is taking no role in combatting the surge in the disease,-1
Trump administration hands emergency loans to Kanye West and Church of Scientology as small businesses go bust,-1
Debates commission plans to cut off mics if Trump or Biden break rules,-1
Biden not getting intelligence reports because Trump officials won't recognize him as president-elect,-1
Biden To Have Entire WH East And West Wings Showered With Disinfectant Right After Trump Leaves,0
Trump falsely claims he has won election and demands Supreme Court stops more ballots being counted,1
"Trump’s attacks on the Postal Service deserve sustained, red-alert coverage from the media",-1
"Twitter CEO Jack Dorsey Responds to Trump: ""We’ll Continue to Point Out Incorrect or Disputed Information About Elections""",-1
Swalwell calls for creation of presidential crimes commission to investigate Trump when he leaves office,1
"We Calculated How Much We Pay Trump to Play Golf. It Turns Out, He's America's 10th Highest Paid Athlete",1
The Trump Campaign Accepted Russian Help to Win in 2016. Case Closed.,1
Biden plans immediate flurry of executive orders to reverse Trump policies,0
Trump administration accused of siphoning money away from 9/11 fund,-1
U.S. Intelligence Says Republicans Are Working With Russia to Reelect Trump,1
Trump press secretary Kayleigh McEnany tests positive for coronavirus,1
Lawyers Litigating for Trump Suddenly Remember Their Licenses Are on the Line If They Lie to a Judge,0
"Covid: Seven year old dies of coronavirus in Georgia, a day after Trump said children are ‘almost immune’",0
"In secretly recorded audio, President Trump’s sister says he has ‘no principles’ and ‘you can’t trust him’",1
Trump Spreads Baseless Conspiracy Theory That Video of Buffalo Cops Pushing Elderly Man Was Antifa ‘Set Up’,-1
"Trump and his company being investigated for bank fraud, Manhattan prosecutors suggest",-1
McConnell's Wife's Family Business Appears on Trump Admin's List of Companies That Received Most PPP Money,0
Trump's GOP Worked Harder to Stop People From Voting Than They Did to Stop Covid-19 From Spreading,-1
"As Trump Says 'Voting Is An Honor' in Rant Against Mail-In Ballots, Progressives Respond: 'Voting Is a Right' - ""Voting isn't a gift given by leaders. Citizens have the right to vote.""",0
"Bernie Sanders: “President Trump is a socialist, too, but here’s the difference: The difference between my socialism and Trump’s socialism is I believe the government should help working families, not billionaires.”",1
"Trump flew into a rage every time US intelligence warned him about Russia, so officials gave up briefing him on it, report says",-1
"Donald Trump tells supporters he has 'never lost an election', in his first rally since losing the US election",1
"Biden says Trump was ‘paralysed with fear’ by protests and hid ‘in his bunker’ in new campaign ad | ‘Too scared to face the people. Too small to meet the moment. Too weak to lead,’ narrator says",-1
Obama says Trump has caused ‘damage’ by refusing to concede defeat and warns: ‘This is not normal’,-1
"Trump asked China’s Xi to help him win reelection, according to Bolton book",1
"Billionaire Kanye West’s Company Gets Multimillion-Dollar PPP Loan From Trump Admin | The loan poses questions of conflict of interest, given West’s outspoken support for President Donald Trump and the outrageously lavish lifestyle he leads.",1
Lawmakers Demand Removal of Postmaster General DeJoy Over 'Nefarious' Efforts to Destroy the Postal Service and 'Aid Trump Reelection',-1
Biden campaign launches ‘TrumpCovidPlan.com’ — a site that reads ‘Not Found’,0
"Joe Biden Tests Negative Again for COVID-19, Days After Trump Is Diagnosed",-1
Joe Biden's Popular Vote Lead Over Donald Trump Passes 5 Million,1
'I Don't Care': Trump Responds To Intel That Russia Is Working To Get Him Elected Again,0
Lawyers: Watergate Reporter Got Trump on Tape Admitting ‘Clearly Impeachable Offense’,0
"House Speaker Nancy Pelosi says the country must move toward vote by mail, setting up a fight with Trump",-1
Biden: Military will escort Trump out of White House if he loses election and refuses to leave,-1
Twitter confirms Trump can be banned from inauguration day onwards,-1
Trump says he hopes George Floyd 'looking down' and seeing today’s jobs numbers as 'a great day for him',1
FBI investigating ‘Trump Train’ swarming of Biden bus on Texas interstate: report,0
Sen. Mitt Romney Calls Trump's Decision to Commute Roger Stone's Sentence 'Historic Corruption',0
Trump Tweets Video Declaring That ‘The Only Good Democrat Is A Dead Democrat’,-1
"'Trump warns presidential election result may not be known for 'years,' as allegations grow he's undermining the USPS to rig the election",-1
Trump walks out of press conference after altercation with female reporters,0
"Trump’s campaign is trying to remove a video of him appearing to call the coronavirus a ‘hoax,’ saying it’s misleading",-1
"Biden says the White House is cooperating fully with his transition, but that Trump still won't speak to him",0
Fox anchor who dismissed coronavirus fears as plot to impeach Trump is removed from her prime-time slot,-1
"Trump Supporters That Harassed Biden Bus Were Armed, Operation Organized in Private Facebook Group Linked to QAnon",0
New York Times: Tax records show Trump maintains Chinese bank account,0
"Joe Exotic reportedly spent $10,000 in Trump hotel hoping for presidential pardon",1
"'The President Just Committed a Felony': Trump Tells NC Residents to Vote Twice, Openly Encouraging Voter Fraud",0
"‘In the middle of a pandemic, they’re selling beans’: Chris Cuomo blasts Trump for hawking Goya",0
"To End 'Unconstitutional Nightmare,' ACLU Sues Trump Administration Over Use of Secret Police in Portland",0
Bernie Sanders details Trump's efforts to steal election in urgent call to action,-1
MAGA Protesters Chant 'Destroy the GOP' at Pro-Trump Rally,-1
"Stephen Miller rejects claim grandmother died of COVID — Stephen Miller, a top adviser to President Donald Trump, is insisting his grandmother did not die of the coronavirus, despite a death certificate that states otherwise.",0
"Trump could be banned from Twitter after he leaves office, company's rules indicate",-1
"Fox News reported Trump 'never said' that dead US troops were 'losers,' but the network's national security correspondent confirmed he did",1
'What we saw was terrifying': Former senior Trump official Miles Taylor endorses Joe Biden in damning video,0
"Taylor Swift Blasts Trump for ""Shooting"" Tweet: ""We Will Vote You Out in November. After stoking the fires of white supremacy and racism your entire presidency, you have the nerve to feign moral superiority before threatening violence?"" the singer wrote.",-1
"Hackers steal $2.3m from Trump reelection fund, says GOP",-1
Nashville Mayor says he has not heard from President Trump after Christmas Day bombing,0
The White House Knew Trump Had Likely Been Exposed to the Virus. He Traveled and Held Events Anyway.,0
Mattis tears into Trump: 'We are witnessing the consequences of three years without mature leadership',-1
#FireTrumpNotFauci Trends After President Goes After Trusted Infectious Disease Official,1
"USPS Board Chairman Revealed as Director of Mitch McConnell, Trump-Linked Super PACs",1
'Just Comes Right Out and Says It': Trump Declares Postal Service Can't Handle Mail-In Voting Because He's Blocking Funding,-1
The Trump campaign is reportedly 'discussing contingency plans to bypass election results',0
Fact check: McConnell claims Obama didn't leave Trump a pandemic 'game plan.' Obama left a 69-page playbook,0
"Reporter to Trump: ""Do you regret all of the lying you have done to the American people?""",-1
Pompeo says there will be a ‘smooth transition to second Trump administration’,0
"Donald Trump has real estate debts of $1.1B with $900m owed in next four years, report says",0
"Trump Supporters in Georgia Threaten to Destroy GOP, Boycott Runoff Elections",-1
White House claims Trump hasn't seen video of supporters firing paintballs at protesters despite retweeting it,0
"Trump's surprise demand for $2,000 stimulus checks blew up Mitch McConnell's master plan and leaves him in a no-win situation",0
Trump moved cyber security budget to pay for his wall before major hacking assault,-1
"Family of Tom Petty issues Cease and Desist to Trump's campaign after Tulsa rally. They said the president cannot use the song ""I Won't Back Down"" to further a campaign that leaves Americans and common sense behind.",-1
Trump ‘didn’t know people died from the flu.’ It killed his grandfather.,-1
"'A Really Chilling Moment': Trump Refuses to Allow Dr. Fauci to Answer Question on Dangers of Hydroxychloroquine— ""This is unacceptable. Dr. Fauci, one of the world's top infectious disease scientists, was just censored live at a White House press conference.""",-1
"Trump had a meltdown and yelled at aides backstage when he realised how empty his rally in Tulsa was, reports say",-1
"In a loss for Trump, judge says woman who accused him of rape can proceed with defamation suit",-1
"Trump to face ‘subpoenas and seizures’ following presidency, ex-Manhattan prosecutor says",0
100 Republican national security experts demand GOP admit Trump loss,0
"Trump was ‘muttering, I won, I won, like ‘Mad King George’ after election defeat, report says",1
Trump loses 2 pivotal allies in his anti-kneeling crusade: NASCAR and the NFL,-1
Trump: 'Nobody likes me',1
Trump threatens White House protesters with 'vicious dogs and most ominous weapons',-1
"Putting Trump's name on stimulus checks is ""abuse of government resources,"" says president of IRS managers association",-1
A new Trump campaign ad depicting a police officer being attacked by protesters is actually a 2014 photo of pro-democracy protests in Ukraine,-1
"Insurance Industry Corrects Trump: Actually, We're Only Waiving Copays for Coronavirus Testing, Not Treatment; ""Heaven forbid they miss a chance to bankrupt sick people.""",-1
Do not be fooled by the polling. Donald Trump could very well win a second term,1
Biden on Trump sharing video of protester shouting 'white power': He 'has picked a side',1
"Biden to Trump: 'Release your tax returns, or stop talking about corruption'",-1
US spies say the Hunter Biden email controversy shows how 'exploitable' and 'grotesquely vulnerable' Trump and Giuliani are to Russian intelligence,1
"Trump Campaign Secretly Paying $180,000 A Year To His Sons’ Significant Others | Lara Trump and Kimberly Guilfoyle are each receiving $15,000 per month through the campaign manager’s private company, GOP sources said, to dodge FEC rules.",1
"Trump, who told Obama to resign after one Ebola death, calls 160,000 COVID-19 deaths ""fantastic job""",-1
Andrew Cuomo after Trump debate attack: 'New York has a lower infection rate than the White House',-1
The US stock market has now wiped out the entire $11.5 trillion of value it gained since Trump's 2016 election victory,1
Letterman Says A Trump Loss Would Be 'A Relief To Every Living Being In This Country',1
Trump Livid After California Allows Statewide Mail-In Voting: ‘These Votes Must Not Count’,-1
Dave Bautista backs Biden over Trump in new campaign ad: 'It’s easy to bully people. That does not make you a tough guy',0
"Trump's inner circle is telling him that Giuliani and the rest of his legal team are making him look like an idiot, report says",0
"Trump Blames Biden, Who Isn't President, For Not Instituting Mask Mandate | “To be clear: I am not currently president,” Biden wrote moments later. “But if you chip in now, we can change that.”",0
"Trump Just Removed the IG Investigating Elaine Chao. Chao’s Husband, Mitch McConnell, Already Vetted the Replacement.",0
Trump calls mail-in ballots 'dishonest' but says absentee ballots are 'fine.' They're the same thing.,-1
"Susan Collins has failed the people of Maine and this country. She has voted to confirm Trump’s judicial nominees, approve tax cuts for the rich, and has repeatedly chosen to put party before people. I am running to send her packing. I’m Betsy Sweet, and I am running for U.S. Senate in Maine. AMA.",1
Biden says he won't return Trump's attacks on his children because 'it's crass' to target a political opponent's family,1
"Anderson Cooper: Trump is an 'obese turtle on his back, flailing in the hot sun'",0
Trump ad asks people to support the troops. But it uses a picture of Russian jets,1
Donald Trump Jr tests positive for coronavirus,1
"Medical Journal Urges American Voters to Not Re-Elect Trump, Slams Him for Coronavirus Response",0
"Romney, once party standard-bearer, is now the lone GOP voice willing to stand up to Trump",0
"""Disturbing"" memo reveals Trump's USPS chief has slowed delivery amid calls to expand voting by mail",1
Trump reportedly invited a waiter into a top secret intelligence briefing room to order a milkshake,1
"Trump Supporter Admits Voter Fraud, Says She Voted Twice For President in Viral Video",0
"Goodbye, Donald Trump Jr.",0
"Trump falsely claims 'thousands' of forgeries on mail-in ballots, despite his own commission not finding a single case of fraud",-1
"Megathread: Trump, Biden to have microphones muted for part of final U.S. presidential debate",0
Police arrest Proud Boy member on assault and gun charges hours after Trump refuses to denounce white supremacy,-1
Jonathan Swan reveals the simple secret to exposing Trump's lies: basic follow-up questions,-1
Eric Trump cancels event at Michigan gun shop after former employee is linked to domestic terror plot against governor,-1
"Black Californians accuse ""Trump Train"" of being like ""Taliban had come to town""",0
Law Firm Stops Representing Trump Campaign in Pennsylvania Suit,0
Dr Anthony Fauci is the only figure to find his approval rating rise after being associated with Donald Trump,1
Biden notes 'the violence we're witnessing is happening under Donald Trump. Not me.',-1
Investigation launched into Trump’s 'political interference' in CDC and FDA's coronavirus work,0
Donald Trump Refused to Denounce White Supremacists. That's It.,-1
President Trump lost. Too many Republicans keep pretending he didn’t.,-1
Trump shares video of 'great people' shouting 'white power' at protesters,1
Trump Has ‘Financial Interest’ in Hydroxychloroquine Manufacturer: NYT,0
House Democrats Demand Increase in IRS Funding to Go After 'Wealthy Tax Cheats'—Like Donald Trump,1
TikTok users are trying to troll Trump's campaign by reserving tickets for Tulsa rally they'll never use,0
Biden slams Trump over Covid at final debate: 'Anyone who’s responsible for that many deaths should not remain president',1
Wisconsin recount adds 87 votes to Biden’s victory over Trump,0
"Report: Trump is Terrified About Going to Prison After Losing The Election, As He Should Be",-1
"Sanders: 'Obviously I am not a communist,' but maybe Trump 'doesn't know the difference'",0
Trump refuses to denounce white supremacism and instead tells Proud Boys to ‘stand back and stand by',0
Trump’s Mar-a-Lago neighbours initiate legal action to stop him moving there when he leaves White House. Trump signed a deal in 1993 that bars him from using the private club as a permanent residence,0
"Barack Obama calls Trump a ""two-bit dictator"" after report Trump will declare premature victory",0
"Trump’s medical bill would cost an average American citizen at least $100k, report says",0
"More than 800K physicians beg Trump to let experts, not holidays, determine when public gatherings are safe again",0
"Donald Trump Is Now ‘America’s Number One Traitor,’ Says Veterans Group | “Benedict Arnold can step aside,” VoteVets says in its latest anti-Trump attack ad",-1
"On a call with Trump officials, police chief pleads: 'Stop testing NBA players, start testing first responders'",-1
Megathread: President Donald Trump Removes Watchdog Overseeing Rollout of $2 Trillion Coronavirus Bill,0
The Video of Donald Trump Telling Associates to “Get Rid of” Ambassador Marie Yovanovitch Has Been Released,0
Don't Be Shocked Trump Lied About COVID On Tape. Be Horrified That It Won't Matter,-1
Calls for Trump ally Lindsey Graham to resign over Georgia phone call,-1
The Coronavirus Is the Worst Intelligence Failure in U.S. History | It’s more glaring than Pearl Harbor and 9/11—and it’s all the fault of Donald Trump’s leadership.,-1
Sacha Baron Cohen calls Facebook Trump’s ‘willing accomplice’ in spreading conspiracy theories,-1
'He gets his photo op and gets out': Biden hits out at Trump for 'reckless' Omaha rally that left supporters hospitalised,1
Sarah Sanders says Trump told her to go to North Korea and take 'one for the team' after Kim Jong Un winked at her,0
